Dictionary,Code,Name,Text
CCI,L-NEA,Ceiling lining,hiding object between a wall and a ceiling
CCI,L-NEB,Skirting board,hiding object between a wall and a floor
CCI,L-NEC,Wall corner lining,hiding object between two walls
CCI,L-NED,Flashing,hiding object on a roof
CCI,L-NEE,Reveal liner,hiding object around an opening
CCI,L-P,Security and safety system,installation system which protects any object from danger and damage
CCI,L-P_,Protection system,self-acting technical system which protects against danger or unwanted conditions
CCI,L-P__,Presenting object,object for providing perceptible information
CCI,L-PA,Fire protection system,protection system by opening or closing doors and windows in the event of a fire
CCI,L-PB,Firefighting system,protection system against fire by extinguishing
CCI,L-PC,Earthing system,protection system against dangerous electrical currents by earthing of electrical systems
CCI,L-PD,Lightning protection system,protection system against lightning by earthing of electrical systems
CCI,L-PE,Cathodic protection system,protection system for metal constructions against corrosion by corrosion protection
CCI,L-PF_,Visible state indicator,presenting object in visible form of discrete states
CCI,L-PFA,Signal lamp,visible state indicator by light
CCI,L-PFB,Semaphore,visible state indicator by mechanical positions
CCI,L-PG_,Scalar display,presenting object in a visible form of a single scalar variable
CCI,L-PGA,Voltmeter,scalar display representing electric voltage
CCI,L-PGB,Resistivity indicator,scalar display representing resistivity or conductivity
CCI,L-PGC,Ampere meter,scalar display representing electric current
CCI,L-PGD,Density indicator,scalar display representing density
CCI,L-PGE,Field indicator,scalar display representing field
CCI,L-PGF,Flow meter,scalar display representing flow
CCI,L-PGG,Dimension indicator,scalar display representing spatial dimension and/or position
CCI,L-PGH,Energy meter,scalar display representing energy
CCI,L-PGJ,Wattmeter,scalar display representing electric power
CCI,L-PGK,Clock,scalar display representing time
CCI,L-PGL,Level indicator,scalar display representing level
CCI,L-PGM,Humidity indicator,scalar display representing humidity
CCI,L-PGP,Pressure indicator,scalar display representing pressure
CCI,L-PGQ,Concentration indicator,scalar display representing substance concentration
CCI,L-PGR,Electromagnetic wave indicator,scalar display representing radiation
CCI,L-PGS,Frequency meter,scalar display representing time-rate
CCI,L-PGT,Temperature indicator,scalar display representing temperature
CCI,L-PGV,Cos-phi meter,scalar display representing the offset between active power and reactive power
CCI,L-PGW,Force indicator,"scalar display representing weight, force to torque"
CCI,L-PGX,Audio spectrometer,scalar display representing sound
CCI,L-PGZ,Quantity meter,scalar display representing number of incidents
CCI,L-PH_,Graphical display,"presenting object in visible form by pictures, symbols, text or physical characteristics"
CCI,L-PHA,Display,graphical display dynamically on its surface
CCI,L-PHB,Projector,graphical display dynamically on another surface
CCI,L-PHC,Printer,graphical display on a printed media
CCI,L-PHD,Sign,graphical display statically on its surface
CCI,L-PHE,Marking,graphical display statically on the surface of another object
CCI,L-PHF,Marking post,graphical display statically by its physical characteristics
CCI,L-PJ_,Acoustic device,presenting object in audible form
CCI,L-PJA,Loudspeaker,acoustic device provided by the movement of a membrane
CCI,L-PJB,Horn,acoustic device provided by the stream of air
CCI,L-PJC,Bell,acoustic device provided by mechanical excitation of the object
CCI,L-PK_,Tactile device,presenting object in tactile form
CCI,L-PKA,Vibrator,tactile device of discrete states by vibration
CCI,L-PKB,Braille text sign,tactile device of static information
CCI,L-PKC,Free height warning,tactile device for suprajacent obstacles
CCI,L-PL_,Ornamental object,presenting object in an ornamental form
CCI,L-PLA,Cornice,ornamental object as a separation between two areas
CCI,L-PLB,Figure,ornamental object as a spatial representation of something
CCI,L-PLC,Frieze,ornamental object as protruding figures and/or decorative elements on a wall
CCI,L-PLD,Picture,"ornamental object representing, illustrating or reproducing something visibly on a surface"
CCI,L-PLE,Carpet,ornamental object by a fabric covering part of another object
CCI,L-PZ_,Multiple form presenting object,presenting object in multiple forms
CCI,L-PZA,Audio-visual alarm,multiple form presenting object for discrete states
CCI,L-PZB,Television set,multiple form presenting object for multiple information
CCI,L-Q,Lighting system,installation system for light management
CCI,L-Q_,Storage system,"technical system which stores information, energy or substances"
CCI,L-Q__,Controlling object,object for controlling access or flow
CCI,L-QA,Meter system,storage system for metered consumption information
CCI,L-QA_,Electric controlling object,controlling object of electric current in an electric circuit
CCI,L-QAA,Contactor,electric controlling object mechanically under normal service conditions only
CCI,L-QAB,Circuit breaker,electric controlling object mechanically under normal and abnormal service conditions
CCI,L-QAC,Electronic power switch,electric controlling object electronically
CCI,L-QB,Gas and air storage system,storage system for air and gases
CCI,L-QB_,Electric separating object,controlling object by separating electric circuits
CCI,L-QBA,Fuseless disconnector,electric separating object by mechanically isolating the downstream circuit from the upstream circuit
CCI,L-QC,Liquid storage system,storage system for liquids
CCI,L-QC_,Electric earthing object,controlling object by earthing electric circuits
CCI,L-QCA,Earthing switch,electric earthing object connecting electric circuits to earth
CCI,L-QD,Energy storage system,storage system for energy
CCI,L-QM_,Sealed fluid switching object,controlling object of fluids on/off in sealed enclosures
CCI,L-QMA,Liquid shutoff valve,sealed fluid switching object of a liquid flow
CCI,L-QMB,Gas shutoff valve,sealed fluid switching object of a gas flow
CCI,L-QN_,Sealed fluid varying object,controlling object for varying the flow of fluids in sealed enclosures
CCI,L-QNA,Liquid control valve,sealed fluid varying object of a liquid flow
CCI,L-QNB,Gas control valve,sealed fluid varying object of a gas flow
CCI,L-QP_,Open fluid controlling object,controlling object of fluids in open enclosures
CCI,L-QPA,Lock gate,open fluid controlling object for varying or switching on/off
CCI,L-QPB,Vortex generator,open fluid controlling object for directing a flow by a fixed means
CCI,L-QPC,Rudder,open fluid controlling object for directing a flow by a variable means
CCI,L-QQ_,Space access object,controlling object to a space
CCI,L-QQA,Window,space access object for light entry only
CCI,L-QQB,Window unit,space access object for entry of light and persons
CCI,L-QQC,Door,space access object for upright passage by persons
CCI,L-QQD,Hatch,space access object of restricted size for passage of persons and goods
CCI,L-QQE,Large door,space access object of extended size for transfer of objects
CCI,L-QQF,Gate,space access object partially
CCI,L-QQG,Rail scotch block,space access object by blocking entrance to a track
CCI,L-QR_,Solid substance flow varying object,controlling object of solid substance
CCI,L-QRA,Rotary air lock valve,solid substance flow varying object with rotating chambers
CCI,L-QRB,Iris valve,solid substance flow varying object with an iris opening
CCI,L-QRC,Flap gate valve,solid substance flow varying object with a hinged flap or disc
CCI,L-QS_,Mechanical movement controlling object,controlling object for mechanical movement
CCI,L-QSA,Lock,mechanical movement controlling object by blocking
CCI,L-QSB,Track switch,mechanical movement controlling object by switching between different tracks
CCI,L-QZ_,Multiple measure controlling object,controlling object in electrical circuits utilising different measures
CCI,L-QZA,Earthing and disconnecting switch,multiple measure controlling object for earthing or separating electrical circuit
CCI,L-R,Railroad system,installation system guiding and directing track-bound vehicles
CCI,L-R_,Furnishing system,technical system which fits out space or construction elements in a construction entity
CCI,L-R__,Restricting object,object for restricting or stabilising
CCI,L-RA,Planting system,furnishing system in the form of vegetation
CCI,L-RA_,Electricity restricting object,restricting object by restricting a flow of electric energy
CCI,L-RAA,Diode,electricity restricting object by blocking current flow in one direction
CCI,L-RAB,Reactor,electricity restricting object by providing an inductance in a circuit
CCI,L-RAC,Resistor,electricity restricting object by providing a resistance in a circuit
CCI,L-RB,Furniture system,furnishing system in the form of fixed or moveable construction elements
CCI,L-RB_,Electricity stabilising object,restricting object by stabilising a flow of electric energy
CCI,L-RBA,Uninterrupted power supply,electricity stabilising object ensuring a continuous power supply
